Restaurant_Info_ID,Restaurant_Name,Rating,Review_Count,Price,Restaurant_Address,Restaurant_City,Zip_Code,Latitude,Longitude,Categories,Inspection_Info_ID,Inspection_date,Score,Grade,Population_Density_per_sq_mi,Median_Household_Income,Median_Home_Value,Employment_Rate,Total_Population,Total_Employer_Establishments
8,El Senor Taco,3.6,103,$,1517 E Florence Ave,Los Angeles,90001,33.97499,-118.24696,Mexican,1,2025-02-12,97.0,A,17030.0,52806,249600.0,90.14,58245,613
12,Mi Pueblo Salvadorian Restaurant #1,4.5,33,$,1341 E Florence Ave,Los Angeles,90001,33.974984,-118.250638,"Mexican, Breakfast & Brunch, Salvadoran",2,2024-10-18,92.0,A,17030.0,52806,249600.0,90.14,58245,613
13,Bangin Buns,3.3,110,$$,1457 E Florence Ave,Los Angeles,90001,33.975383283185664,-118.24800445276117,Fast Food,3,2025-03-06,93.0,A,17030.0,52806,249600.0,90.14,58245,613
20,Taqueria Tijuana,4.4,156,$,241 W Florence Ave,Los Angeles,90003,33.974841,-118.277428,Mexican,5,2024-06-01,96.0,A,20071.0,47733,231700.0,90.6,75190,440
21,The Lobos Truck,4.4,1246,$,1542 Fishburn Ave,Los Angeles,90063,34.032416734202556,-118.23038078342852,"Food Trucks, American, Comfort Food",6,2025-03-26,92.0,A,15291.0,57026,273400.0,92.51,52954,370
27,Boys Burgers,4.0,99,$,1774 E Florence Ave,Los Angeles,90001,33.97441,-118.24087,Burgers,7,2025-03-24,95.0,A,17030.0,52806,249600.0,90.14,58245,613
36,La Zona Sushi,4.5,83,$$,1913 E Gage Ave,Los Angeles,90001,33.9821249031109,-118.238637149334,Sushi Bars,9,2024-11-01,94.0,A,17030.0,52806,249600.0,90.14,58245,613
38,L.A. Crazy Crab,4.4,113,$$,1415 E Gage Ave,Los Angeles,90001,33.98289815753016,-118.24994353313066,"Seafood, Cajun/Creole",10,2024-11-20,96.0,A,17030.0,52806,249600.0,90.14,58245,613
40,Granny's Kitchen,3.8,471,$$,5440 S Central Ave,Los Angeles,90011,33.9930975470943,-118.256304330019,"Soul Food, Southern",11,2024-10-16,93.0,A,23854.0,47126,269300.0,90.09,109511,812
44,Delicious at The Dunbar,4.0,239,$$,4229 S Central Ave,Los Angeles,90011,34.00668,-118.25665,"Southern, Breakfast & Brunch, Cocktail Bars",13,2024-06-28,96.0,A,23854.0,47126,269300.0,90.09,109511,812
52,Mariscos Mi Lindo Nayarit,3.3,304,$$,1020 E Florence Ave,Los Angeles,90001,33.97452,-118.25672,"Mexican, Seafood",15,2024-06-12,93.0,A,17030.0,52806,249600.0,90.14,58245,613
56,Novacane Sports Bar & Grill,4.3,376,$$,5812 S Santa Fe Ave,Los Angeles,90058,33.989779163633344,-118.22994456257004,"Sports Bars, Mexican, Cocktail Bars",16,2025-04-03,91.0,A,648.0,33146,191100.0,94.25,3659,1467
58,FUEGOS LA,5.0,23,$$,3957 S Western Ave,Los Angeles,90062,34.012625,-118.309256,"Empanadas, Food Delivery Services, Argentine",19,2025-02-26,97.0,A,17044.0,56500,278700.0,93.16,34277,202
59,La Carreta,4.2,227,$,1471 E Vernon Ave,Los Angeles,90011,34.0039974,-118.2479378,Mexican,20,2024-10-12,93.0,A,23854.0,47126,269300.0,90.09,109511,812
61,Casa Noodle Teriyaki,4.3,162,$,5930 S Main St,Los Angeles,90003,33.98639211723159,-118.27355301383366,"Japanese, Noodles",22,2025-03-04,90.0,A,20071.0,47733,231700.0,90.6,75190,440
64,El Tacorin,4.8,86,$,8215 S Broadway,Los Angeles,90003,33.9645896015065,-118.2785510077818,Mexican,24,2024-10-07,90.0,A,20071.0,47733,231700.0,90.6,75190,440
70,The Burger Palace,4.2,80,$,100 E Manchester Ave,Los Angeles,90003,33.9599551,-118.2737099,Burgers,27,2025-02-24,97.0,A,20071.0,47733,231700.0,90.6,75190,440
71,Roscoe's House of Chicken & Waffles - South LA,3.5,736,$$,106 W Manchester Ave,Los Angeles,90003,33.96020111478584,-118.2733921693115,"Soul Food, Waffles, Chicken Shop",29,2024-07-02,96.0,A,20071.0,47733,231700.0,90.6,75190,440
73,Served 2 Enjoy,4.8,77,$$,4624 S Avalon Blvd,Los Angeles,90011,34.0008009,-118.265021,"Mexican, Salad, Breakfast & Brunch",30,2024-11-01,99.0,A,23854.0,47126,269300.0,90.09,109511,812
76,El Taco Mexicano No 2,4.3,105,$,1300 E Vernon Ave,Los Angeles,90011,34.00369,-118.25186,Mexican,33,2024-09-05,91.0,A,23854.0,47126,269300.0,90.09,109511,812
78,La Michoacana Ice Cream,2.0,11,$$,1500 E Florence Ave,Los Angeles,90001,33.974533,-118.247428,"Ice Cream & Frozen Yogurt, Creperies, Sandwiches",36,2024-09-17,91.0,A,17030.0,52806,249600.0,90.14,58245,613
80,Chicharroland,4.7,138,$$,4714 S Main St,Los Angeles,90037,34.0005895363191,-118.273852172009,Mexican,38,2025-01-21,92.0,A,22062.0,45128,271400.0,91.89,68885,457
90,Ying Hana Teppanyaki,4.7,46,$$,4400 S Broadway,Los Angeles,90037,34.003564269140185,-118.27770527548424,"Teppanyaki, Asian Fusion",49,2025-02-06,91.0,A,22062.0,45128,271400.0,91.89,68885,457
120,Jim Dandy Fried Chicken,4.0,345,$,11328 S Vermont Ave,Los Angeles,90044,33.93159,-118.29123,"Southern, Chicken Shop",56,2024-08-08,90.0,A,18493.0,43388,269400.0,90.15,100225,392
122,Honduras Grill,4.5,8,$$,6606 S Central Ave,Los Angeles,90001,33.97978,-118.25619,Honduran,58,2025-03-26,93.0,A,17030.0,52806,249600.0,90.14,58245,613
128,Louisiana Famous Fried Chicken,4.3,35,$$,9101 S Central Ave,Los Angeles,90002,33.953724,-118.256655555,"Chicken Wings, Fast Food, Juice Bars & Smoothies",61,2024-06-20,91.0,A,17761.0,46159,216100.0,88.95,54384,197
153,Lucy's Restaurant,4.3,19,$,7313 S Central Ave,Los Angeles,90001,33.97345,-118.25673,"Burgers, Fast Food, Tacos",66,2024-05-15,96.0,A,17030.0,52806,249600.0,90.14,58245,613
164,Tacos Gavilan,3.6,276,$,4380 S Broadway,Los Angeles,90037,34.00411,-118.27795,Mexican,71,2025-03-11,95.0,A,22062.0,45128,271400.0,91.89,68885,457
180,Ying Hana Teppanyaki,4.1,92,$$,1516 Firestone Blvd,Los Angeles,90001,33.95995,-118.24652,Japanese,76,2024-07-08,94.0,A,17030.0,52806,249600.0,90.14,58245,613
182,Hong Kong Restaurant,4.7,17,$,187 W Manchester Ave,Los Angeles,90003,33.96034,-118.2767,Restaurants,79,2024-10-17,91.0,A,20071.0,47733,231700.0,90.6,75190,440
184,New World Buffet,2.7,58,$$,1419 E Gage Ave,Los Angeles,90001,33.98237,-118.24936,"New American, Seafood, Buffets",81,2024-10-15,90.0,A,17030.0,52806,249600.0,90.14,58245,613
188,The Rooster,4.0,318,$$,8809 W Pico Blvd,Los Angeles,90035,34.05513,-118.38404,"Food Trucks, Breakfast & Brunch, Sandwiches",83,2025-03-24,96.0,A,13311.0,101570,842500.0,93.47,26411,1270
204,Pine & Crane DTLA,4.5,839,$$,1120 S Grand Ave,Los Angeles,90015,34.04088199432459,-118.26227691396424,"Taiwanese, Coffee & Tea, Noodles",88,2024-12-17,96.0,B,16137.0,53062,429100.0,93.7,24228,2667
206,Holbox,4.8,1772,$$,3655 S Grand Ave,Los Angeles,90007,34.01741823002926,-118.27843182418148,"Latin American, Seafood, Mexican",91,2025-01-30,94.0,A,16848.0,33222,388900.0,86.02,41270,922
212,Chichen Itza Restaurant,4.5,1488,$$,3655 S Grand Ave,Los Angeles,90007,34.017358,-118.278406,"Mexican, Sandwiches, Soup",95,2025-01-30,95.0,A,16848.0,33222,388900.0,86.02,41270,922
213,Bavel,4.4,2741,$$$,500 Mateo St,Los Angeles,90013,34.04151,-118.23261,Middle Eastern,97,2024-08-13,96.0,A,22103.0,22291,312200.0,87.01,13413,1503
214,Hawkins House of Burgers,4.2,2161,$$,11603 Slater St,Los Angeles,90059,33.9292549,-118.2522808,"Burgers, Chicken Wings, Fast Food",99,2024-08-30,93.0,A,13775.0,47682,221500.0,87.8,41315,241
224,Los Cinco Puntos,4.4,920,$$,3300 E Cesar E Chavez Ave,Los Angeles,90063,34.03995,-118.19281,Mexican,104,2024-05-28,95.0,A,15291.0,57026,273400.0,92.51,52954,370
234,El Patroncito Mexican Cuisine,4.5,294,$,421 Venice Blvd,Los Angeles,90015,34.036901,-118.268202,Mexican,114,2025-03-28,96.0,A,16137.0,53062,429100.0,93.7,24228,2667
243,Bird's Nest Cafe,4.0,1081,$$,2403 S Vermont Ave,Los Angeles,90007,34.0344334,-118.2916849,"Cafes, Breakfast & Brunch, Burgers",121,2024-06-05,91.0,A,16848.0,33222,388900.0,86.02,41270,922
245,Birdies,4.1,2256,$$,314 W Olympic Blvd,Los Angeles,90015,34.0418,-118.25902,"Donuts, Breakfast & Brunch, Sandwiches",124,2025-02-11,96.0,A,16137.0,53062,429100.0,93.7,24228,2667
256,Arctic Hotspot Cafe & Catering,4.6,317,$,2509 E 4th St,Los Angeles,90033,34.040115,-118.210293,"Sandwiches, Pancakes",135,2024-05-07,96.0,A,14066.0,49734,291100.0,91.65,47495,559
258,Jacks N Joe,4.0,2410,$$,2498 S Figueroa St,Los Angeles,90007,34.02876,-118.27517,"Breakfast & Brunch, New American",136,2024-06-13,94.0,A,16848.0,33222,388900.0,86.02,41270,922
260,La Pupusa Urban Eatery,4.3,464,$$,1051 W Washington Blvd,Los Angeles,90015,34.03876,-118.28075,Salvadoran,137,2024-12-04,90.0,A,16137.0,53062,429100.0,93.7,24228,2667
268,Sabor Nicaragüense Restaurant,4.7,183,$$,1927 S Western Ave,Los Angeles,90018,34.03899596275578,-118.30954883265274,"Latin American, Nicaraguan",145,2024-10-08,97.0,A,16722.0,55275,345800.0,92.12,51388,441
272,Zinqué,4.0,511,$$$,939 S Broadway,Los Angeles,90015,34.04155,-118.25704,"Breakfast & Brunch, French, Cocktail Bars",149,2024-09-06,95.0,B,16137.0,53062,429100.0,93.7,24228,2667
274,Cafe Dulce,4.3,462,$,3096 McClintock Ave,Los Angeles,90007,34.025354,-118.285446,"Coffee & Tea, Salad, Donuts",150,2025-03-19,96.0,A,16848.0,33222,388900.0,86.02,41270,922
276,Mariscos Linda,4.0,228,$$,3667 E Olympic Blvd,Los Angeles,90023,34.01905,-118.19805,Mexican,153,2024-06-12,94.0,A,10640.0,48293,287500.0,91.34,45732,910
277,Northern Cafe,3.8,441,$$,2904 S Figueroa St,Los Angeles,90007,34.0255178,-118.2775239,"Noodles, Chinese",155,2024-11-14,90.0,A,16848.0,33222,388900.0,86.02,41270,922
278,Himalayan House,4.2,400,$$,1277 W Jefferson Blvd,Los Angeles,90007,34.02585,-118.294192,"Indian, Himalayan/Nepalese",156,2025-01-14,90.0,A,16848.0,33222,388900.0,86.02,41270,922
279,Mariscos 4 Vientos,4.2,815,$$,3000 E Olympic Blvd,Los Angeles,90023,34.02141,-118.21404,"Mexican, Food Stands, Seafood",158,2024-09-10,92.0,A,10640.0,48293,287500.0,91.34,45732,910
284,Verve Coffee Roasters,4.0,486,$$,500 Mateo St,Los Angeles,90013,34.04151,-118.23261,"Coffee Roasteries, Breakfast & Brunch, Coffee & Tea",161,2025-03-13,92.0,A,22103.0,22291,312200.0,87.01,13413,1503
285,Kingbop,4.9,58,$$,2190 W Washington Blvd,Los Angeles,90018,34.0395382,-118.3086145,"Korean, Chicken Wings, Soul Food",162,2024-10-29,95.0,A,16722.0,55275,345800.0,92.12,51388,441
286,Yang Ban Sul Lung Tang,4.3,222,$,1515 Maple Ave,Los Angeles,90015,34.03223,-118.25935,Korean,164,2024-06-12,96.0,A,16137.0,53062,429100.0,93.7,24228,2667
287,El Huero,3.9,1482,$$,3000 S Figueroa St,Los Angeles,90007,34.02479918,-118.27785659,"Mexican, Food Stands",165,2025-03-25,90.0,A,16848.0,33222,388900.0,86.02,41270,922
289,Muffin Can Stop Us,4.3,93,$$,1201 S Hope St,Los Angeles,90015,34.0408,-118.26471,"Breakfast & Brunch, Coffee & Tea, Sandwiches",167,2024-10-15,98.0,B,16137.0,53062,429100.0,93.7,24228,2667
296,kyucafe,5.0,52,$$,2100 W Washington Blvd,Los Angeles,90018,34.03977440883203,-118.3061714,"Cafes, Sandwiches, Salad",174,2024-10-18,97.0,A,16722.0,55275,345800.0,92.12,51388,441
298,Pioneer Chicken,4.1,564,$$,904 S Soto St,Los Angeles,90023,34.034113,-118.215579,Fast Food,177,2024-07-17,95.0,A,10640.0,48293,287500.0,91.34,45732,910
301,Charlie's Famous Fried Chicken,4.1,270,$$,1824 W Manchester Ave,Los Angeles,90047,33.95967,-118.30991,Chicken Shop,179,2025-03-27,94.0,A,10656.0,62399,286800.0,90.9,51494,409
304,Better Pound Wings,4.7,90,$$,227 E Pico Blvd,Los Angeles,90015,34.03553309478016,-118.2585206,"Chicken Wings, Sandwiches, Korean",183,2025-04-03,81.0,B,16137.0,53062,429100.0,93.7,24228,2667
309,Grandma's Kitchen Kaffe,4.6,55,$$,316 E Pico Blvd A,Los Angeles,90015,34.034646,-118.25774,Mexican,185,2024-06-04,93.0,A,16137.0,53062,429100.0,93.7,24228,2667
310,Thai By Trio,4.1,410,$$,2700 S Figueroa St,Los Angeles,90007,34.02688,-118.27618,Thai,186,2024-11-25,91.0,A,16848.0,33222,388900.0,86.02,41270,922
312,Habachihana Grill,4.0,525,$$,1045 S Hill St,Los Angeles,90015,34.040677,-118.259575,"Steakhouses, Seafood, Teppanyaki",189,2024-09-17,93.0,A,16137.0,53062,429100.0,93.7,24228,2667
314,The Porter Junction Cafe,4.7,194,$,2350 Porter St,Los Angeles,90021,34.0264617,-118.230446,"Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies",190,2024-12-02,99.0,A,2626.0,25364,444000.0,88.99,2724,2056
315,Tracey's Belizean Restaurant,4.4,194,$$,3810 S Western Ave,Los Angeles,90062,34.0169944,-118.308632,Caribbean,191,2025-02-24,94.0,A,17044.0,56500,278700.0,93.16,34277,202
317,Jesse's Camarones Restaurant,4.4,182,$,1479 W Adams Blvd,Los Angeles,90007,34.0328949,-118.2938062,"Seafood, Mexican",192,2024-08-05,93.0,A,16848.0,33222,388900.0,86.02,41270,922
318,Jack in the Box,1.4,83,$,1355 E Florence Ave,Los Angeles,90001,33.975183,-118.25031,"Fast Food, Burgers, Tacos",194,2025-02-19,98.0,A,17030.0,52806,249600.0,90.14,58245,613
319,House Of Boba,4.1,76,$,5930 S Main St,Los Angeles,90003,33.98642,-118.27357,"Juice Bars & Smoothies, Sandwiches, American",196,2025-03-04,97.0,A,20071.0,47733,231700.0,90.6,75190,440
321,Tacos Los Carnales,3.9,78,$,4370 S Central Ave,Los Angeles,90011,34.0041,-118.256164,Mexican,197,2024-08-20,90.0,A,23854.0,47126,269300.0,90.09,109511,812
323,A & T Burgers,3.7,92,$,9401 Avalon Blvd,Los Angeles,90003,33.9509325,-118.2654757,"Burgers, Breakfast & Brunch",199,2024-10-09,92.0,A,20071.0,47733,231700.0,90.6,75190,440
324,El Taco Rapido,3.1,87,$,7401 Alameda St,Los Angeles,90001,33.9726791381836,-118.234840393066,Mexican,201,2024-06-27,95.0,A,17030.0,52806,249600.0,90.14,58245,613
339,Kim's Fish World,4.3,100,$,10004 Avalon Blvd,Los Angeles,90003,33.945287060662224,-118.26481281470264,"Seafood Markets, Fish & Chips",206,2024-08-27,91.0,A,20071.0,47733,231700.0,90.6,75190,440
341,Flor Blanca Restaurant,4.0,88,$,320 W Vernon Ave,Los Angeles,90037,34.003655,-118.27889,Salvadoran,209,2025-03-26,91.0,A,22062.0,45128,271400.0,91.89,68885,457
344,Kasandra Pupuseria,4.0,38,$,5736 S Broadway,Los Angeles,90037,33.98987,-118.27799,Salvadoran,212,2024-11-21,92.0,A,22062.0,45128,271400.0,91.89,68885,457
349,Pizza Hut,1.4,42,$,1457 Florence Ave,Los Angeles,90001,33.9751700068438,-118.24809326439814,"Pizza, Chicken Wings, Fast Food",214,2024-07-27,99.0,A,17030.0,52806,249600.0,90.14,58245,613
352,La Chiquita Bakery,4.4,21,$,270 E Martin Luther King Jr Blvd,Los Angeles,90011,34.0110351,-118.26911,"Bakeries, Breakfast & Brunch, Mexican",219,2025-01-03,90.0,A,23854.0,47126,269300.0,90.09,109511,812
360,Pescaderia Puerto Guaymas,4.2,5,$,1159 E Florence Ave,Los Angeles,90001,33.9747785,-118.2543589,"Seafood Markets, Seafood, Do-It-Yourself Food",221,2024-10-29,94.0,A,17030.0,52806,249600.0,90.14,58245,613
364,Carl's Jr,2.6,69,$,1439 E Gage Ave,Los Angeles,90001,33.982361110447634,-118.24799896073056,"Fast Food, Burgers",222,2024-07-27,98.0,A,17030.0,52806,249600.0,90.14,58245,613
366,Chinese Express,4.3,35,$,1655 E 103rd St,Los Angeles,90002,33.943522,-118.244675,Chinese,223,2024-05-14,85.0,B,17761.0,46159,216100.0,88.95,54384,197
373,Dragon Loco,3.7,69,$,1011 W Florence Ave,Los Angeles,90044,33.9747549,-118.2922099,Chinese,225,2025-04-02,81.0,B,18493.0,43388,269400.0,90.15,100225,392
375,A & T Burgers,3.3,72,$,11318 S Avalon Blvd,Los Angeles,90061,33.931772798638896,-118.26486674482412,"Burgers, Breakfast & Brunch, New American",226,2024-08-29,94.0,A,10898.0,50427,256400.0,93.19,29992,357
376,Gus Jr,2.6,149,$,4001 San Pedro St,Los Angeles,90011,34.010941,-118.268377,New American,228,2024-11-07,81.0,B,23854.0,47126,269300.0,90.09,109511,812
378,Hacienda Granados,4.5,17,$,654 E Gage Ave,Los Angeles,90001,33.9816,-118.26314,"Tacos, Sandwiches",230,2025-02-18,88.0,B,17030.0,52806,249600.0,90.14,58245,613
386,Hong Kong Bowl,4.2,28,$,1632 Firestone Blvd,Los Angeles,90001,33.9600151,-118.2448571,Chinese,232,2025-03-16,92.0,A,17030.0,52806,249600.0,90.14,58245,613
395,Juan's Rotissiere Pollo,3.0,31,$,2023 E Florence Ave,Los Angeles,90001,33.97512,-118.236054,Mexican,238,2025-03-19,93.0,A,17030.0,52806,249600.0,90.14,58245,613
397,The Sugar Doughnuts,4.4,19,$,809 W Vernon Ave,Los Angeles,90037,34.004094,-118.287601,"Donuts, Chinese",240,2025-01-29,92.0,A,22062.0,45128,271400.0,91.89,68885,457
402,Tam's Burgers,2.4,55,$,6620 S Central Ave,Los Angeles,90001,33.97951,-118.25611,Burgers,74,2025-03-25,90.0,A,17030.0,52806,249600.0,90.14,58245,613
402,Tam's Burgers,2.4,55,$,6620 S Central Ave,Los Angeles,90001,33.97951,-118.25611,Burgers,242,2025-03-25,90.0,A,17030.0,52806,249600.0,90.14,58245,613
417,Arturo's Tacos,3.2,36,$,6319 Avalon Blvd,Los Angeles,90003,33.98183,-118.26551,"Mexican, Breakfast & Brunch, Burgers",249,2024-11-01,92.0,A,20071.0,47733,231700.0,90.6,75190,440
420,Tumby's Pizza,3.6,65,$,8509 S Figueroa St,Los Angeles,90044,33.960672,-118.283277,Pizza,251,2025-02-04,97.0,A,18493.0,43388,269400.0,90.15,100225,392
421,Subway,2.5,8,$,1457 E Florence Ave,Los Angeles,90001,33.9753863147492,-118.24806249294,"Sandwiches, Fast Food",253,2025-02-27,95.0,A,17030.0,52806,249600.0,90.14,58245,613
432,McDonald's,1.5,94,$,101 W Manchester Ave,Los Angeles,90003,33.9604450988339,-118.274361491203,"Fast Food, Burgers, Coffee & Tea",255,2025-01-27,96.0,A,20071.0,47733,231700.0,90.6,75190,440
433,Pizzamania,3.2,77,$,7008 S San Pedro St,Los Angeles,90003,33.9758529663086,-118.26927947998,Pizza,257,2024-10-29,95.0,A,20071.0,47733,231700.0,90.6,75190,440
434,El Sabor K-Tracho,3.3,48,$,4181 S Figueroa St,Los Angeles,90037,34.0073311947302,-118.2829184828077,Latin American,259,2025-03-27,90.0,A,22062.0,45128,271400.0,91.89,68885,457
443,McDonald's,1.4,142,$,1118 Slauson Ave,Los Angeles,90011,33.989067432641896,-118.25607534474064,"Burgers, Fast Food, Coffee & Tea",261,2024-07-27,99.0,A,23854.0,47126,269300.0,90.09,109511,812
446,Toms Jr Burgers Express,2.6,46,$,722 W Florence Ave,Los Angeles,90044,33.9744138078117,-118.2868803665042,Burgers,262,2024-10-16,87.0,B,18493.0,43388,269400.0,90.15,100225,392
451,Okamoto Kitchen,4.1,692,$$,15455 Cabrito Rd,Los Angeles,91423,34.2176081,-118.470313,"Food Trucks, Japanese",265,2025-02-10,92.0,A,8034.0,97727,755300.0,89.22,31901,1909
461,Las Islitas No 1,3.7,104,$$,5875 Hooper Ave,Los Angeles,90001,33.9880144,-118.2522549,Mexican,266,2024-10-30,91.0,A,17030.0,52806,249600.0,90.14,58245,613
473,Word Of Mouth Truck,4.3,101,$$,11674 Cantara St,North Hollywood ,91605,34.2190562,-118.3872588,"Food Trucks, Comfort Food, Sandwiches",267,2024-09-13,97.0,A,10119.0,56403,339100.0,91.45,52661,1311
477,Cano's Mexican Restaurant,5.0,14,$$,258 W Manchester Ave,Los Angeles,90003,33.9600357413292,-118.277306556702,Mexican,269,2024-07-02,97.0,A,20071.0,47733,231700.0,90.6,75190,440
495,Las Islas Marias,3.0,104,$$,6401 S San Pedro St,Los Angeles,90003,33.9813442,-118.26983983466444,"Seafood, Mexican",271,2024-06-07,95.0,A,20071.0,47733,231700.0,90.6,75190,440
497,The Family Mexican & Soul Food Restaurant,3.6,138,$$,6300 S Figueroa St,Los Angeles,90003,33.9821815490723,-118.282325744629,"Soul Food, Mexican",272,2025-03-05,94.0,A,20071.0,47733,231700.0,90.6,75190,440
506,Birrieria Cardenas,3.9,12,$$,1764 Nadeau St,Los Angeles,90001,33.96716,-118.2415,Mexican,273,2025-03-25,91.0,A,17030.0,52806,249600.0,90.14,58245,613
512,Golden Ox,3.5,62,$$,108 E Florence Ave,Los Angeles,90003,33.9743614196777,-118.273620605469,Fast Food,274,2024-06-01,94.0,A,20071.0,47733,231700.0,90.6,75190,440
514,Sonsonate Grill,2.6,156,$$,4350 S Avalon Blvd,Los Angeles,90003,34.004642,-118.26501707055232,Latin American,275,2024-06-27,97.0,A,20071.0,47733,231700.0,90.6,75190,440
516,Jay’z Tacos,4.8,27,$$,7782 San Fernando Rd,Sun Valley,91352,34.213219,-118.358785,"Food Trucks, Tacos",276,2025-01-28,91.0,A,4075.0,65085,338300.0,94.14,45900,1256
520,Wingstop,2.7,95,$$,5857 S Central Ave,Los Angeles,90011,33.98814416295016,-118.25751398895493,Chicken Wings,277,2024-09-01,99.0,A,23854.0,47126,269300.0,90.09,109511,812
536,Wingstop,3.3,68,$$,11315 S Figueroa St,Los Angeles,90061,33.9318169017419,-118.283106055225,Chicken Wings,278,2025-01-23,98.0,A,10898.0,50427,256400.0,93.19,29992,357
545,Harris Grocery Market,4.4,14,$$,10624 Juniper St,Los Angeles,90002,33.939014,-118.232475,"Grocery, Seafood, Fast Food",279,2025-03-24,98.0,A,17761.0,46159,216100.0,88.95,54384,197
553,Wingstop,1.7,151,$$,8330 S Vermont Ave,Los Angeles,90044,33.96275,-118.29107,Chicken Wings,281,2025-02-18,95.0,A,18493.0,43388,269400.0,90.15,100225,392
555,Erick Burger,3.6,22,$$,815 W Vernon Ave,Los Angeles,90037,34.0038449,-118.2875224,"Burgers, Breakfast & Brunch",282,2025-01-29,93.0,A,22062.0,45128,271400.0,91.89,68885,457
556,Teppanyaki Madness,4.0,34,$$,6467 Vineland Ave,North Hollywood,91606,34.18824635,-118.37037642,"Japanese, Food Trucks",283,2025-01-21,96.0,A,13203.0,57146,363400.0,92.96,43381,750
565,Wingstop,2.4,37,$$,10007 S Central Ave,Los Angeles,90002,33.9453934,-118.25457114356864,Chicken Wings,284,2024-08-09,99.0,A,17761.0,46159,216100.0,88.95,54384,197
581,Izakaya Osen - Los Angeles,4.3,2026,$$$,2903 Sunset Blvd,Los Angeles,90026,34.083336,-118.273231,"Sushi Bars, Izakaya, Seafood",286,2024-12-04,96.0,A,15715.0,70436,551500.0,91.92,65921,1479
582,Ahgassi Gopchang,4.3,2580,$$$,3744 W 6th St,Los Angeles,90005,34.063343344827906,-118.3039401,"Korean, Barbeque",287,2025-02-20,92.0,A,32197.0,44913,633600.0,95.51,36910,774
584,Bulgogi Hut,4.4,4121,$$$,3600 Wilshire Blvd,Los Angeles,90010,34.061564,-118.303271,"Korean, Barbeque, Asian Fusion",288,2025-02-18,96.0,A,13829.0,76547,514300.0,96.91,4313,2538
611,Eight Korean BBQ,4.4,1969,$$$,863 S Western Ave,Los Angeles,90005,34.0559926754254,-118.309936813492,"Korean, Barbeque",289,2024-08-22,90.0,A,32197.0,44913,633600.0,95.51,36910,774
612,Sun Nong Dan,4.3,2658,$$$,3470 W 6th St,Los Angeles,90020,34.06301163865852,-118.2975587054788,"Korean, Soup",290,2025-02-04,90.0,A,34800.0,51013,511800.0,92.54,38124,922
629,Sushi Gen,4.3,4459,$$$,422 E 2nd St,Los Angeles,90012,34.0470000646326,-118.238502456345,"Sushi Bars, Japanese",292,2024-10-03,93.0,A,9305.0,53278,394500.0,90.79,39709,1378
633,Rao's Hollywood,4.3,778,$$$,1006 Seward St,Los Angeles,90038,34.0891889,-118.3329546312828,Italian,295,2024-10-16,91.0,A,17711.0,51096,525800.0,92.92,27995,1032
641,Water Grill - Los Angeles,4.2,2883,$$$,544 S Grand Ave,Los Angeles,90071,34.0490371292754,-118.25470721396856,"Seafood, Bars",296,2025-04-02,95.0,A,6729.0,-666666666,524927.9921444091,100.0,28,1166
662,L'Antica Pizzeria Da Michele,4.3,2393,$$$,1534 N Mccadden Pl,Los Angeles,90028,34.09907097431642,-118.3373093612014,"Pizza, Italian, Breakfast & Brunch",297,2025-02-25,92.0,A,21402.0,52814,593900.0,89.52,29887,1728
670,Davenport's Restaurant,4.4,1149,$$$,16120 Ventura Blvd,Encino,91436,34.1563218,-118.4844206,"Seafood, Steakhouses, Cocktail Bars",298,2024-08-06,96.0,A,2909.0,157898,1000001.0,93.9,16970,3440
674,Carousel Restaurant,4.4,974,$$$,5112 Hollywood Blvd,Los Angeles,90027,34.10137,-118.30125,"Armenian, Lebanese",300,2024-07-30,95.0,A,5473.0,78356,793200.0,92.05,44678,1744
684,Moohan Korean BBQ,4.7,639,$$$,3435 Wilshire Blvd,Los Angeles,90010,34.06222387181009,-118.29843154599574,"Korean, Barbeque, Bars",302,2024-08-29,95.0,A,13829.0,76547,514300.0,96.91,4313,2538
691,Larsen's Steakhouse,4.3,1013,$$$,6256 Topanga Canyon Blvd,Woodland Hills,91367,34.18380903311602,-118.60474690373918,"Steakhouses, Seafood, Bars",303,2024-10-23,95.0,B,6210.0,98803,552000.0,91.95,44931,2844
697,Little Beast Restaurant,4.2,1376,$$$,1496 Colorado Blvd,Los Angeles,90041,34.13894606020464,-118.19804457423972,"New American, Tapas/Small Plates, Wine Bars",305,2025-03-13,93.0,A,7416.0,95811,535500.0,94.02,28956,826
714,Wi Korean BBQ,4.6,1182,$$$,1101 S Vermont Ave,Los Angeles,90006,34.0504565917164,-118.291966772201,"Korean, Barbeque",306,2024-09-05,90.0,A,30113.0,41068,392100.0,93.83,57136,1206
717,Izakaya Tora,4.4,494,$$$,8908 Santa Monica Blvd,West Hollywood,90069,34.08449667,-118.38426667,"Sushi Bars, Izakaya, Tapas/Small Plates",307,2024-10-09,92.0,A,9566.0,98440,696700.0,92.61,20185,2650
745,Marino Restaurant,4.4,512,$$$,6001 Melrose Ave,Los Angeles,90038,34.083621,-118.331184,Italian,309,2024-08-12,91.0,A,17711.0,51096,525800.0,92.92,27995,1032
